                    * /home/ash98/esim-workspace/555/555.cir
                    Transient Analysis  Mon Dec 30 11:25:28  2019
--------------------------------------------------------------------------------
Index   time            a.x1.a3#branch_ a.x1.a4#branch_ a.x1.a5#branch_ 
--------------------------------------------------------------------------------
0	0.000000e+00	0.000000e+00	0.000000e+00	-5.00000e-03	
1	3.000000e-12	0.000000e+00	0.000000e+00	-5.00000e-03	
2	6.000000e-12	0.000000e+00	0.000000e+00	-5.00000e-03	
3	1.200000e-11	0.000000e+00	0.000000e+00	-5.00000e-03	
4	2.400000e-11	0.000000e+00	0.000000e+00	-5.00000e-03	
5	4.800000e-11	0.000000e+00	0.000000e+00	-5.00000e-03	
6	9.600000e-11	0.000000e+00	0.000000e+00	-5.00000e-03	
7	1.920000e-10	0.000000e+00	0.000000e+00	-5.00000e-03	
8	3.840000e-10	0.000000e+00	0.000000e+00	-5.00000e-03	
9	7.680000e-10	0.000000e+00	0.000000e+00	-5.00000e-03	
10	1.003000e-09	0.000000e+00	0.000000e+00	-5.00000e-03	
11	1.079800e-09	0.000000e+00	0.000000e+00	-5.00000e-03	
12	1.233400e-09	0.000000e+00	0.000000e+00	-5.00000e-03	
13	1.540600e-09	0.000000e+00	0.000000e+00	-5.00000e-03	
14	2.155000e-09	0.000000e+00	0.000000e+00	-5.00000e-03	
15	2.935974e-09	0.000000e+00	0.000000e+00	-5.00000e-03	
16	4.072574e-09	0.000000e+00	0.000000e+00	-5.00000e-03	
17	5.899411e-09	0.000000e+00	0.000000e+00	-5.00000e-03	
18	9.553084e-09	0.000000e+00	0.000000e+00	-5.00000e-03	
19	1.686043e-08	0.000000e+00	0.000000e+00	-5.00000e-03	
20	3.147512e-08	0.000000e+00	0.000000e+00	-5.00000e-03	
21	6.070451e-08	0.000000e+00	0.000000e+00	-5.00000e-03	
22	1.191633e-07	0.000000e+00	0.000000e+00	-5.00000e-03	
23	2.143791e-07	0.000000e+00	0.000000e+00	-5.00000e-03	
24	3.047504e-07	0.000000e+00	0.000000e+00	-5.00000e-03	
25	3.837464e-07	0.000000e+00	0.000000e+00	-5.00000e-03	
26	4.565575e-07	0.000000e+00	0.000000e+00	-5.00000e-03	
27	4.863635e-07	0.000000e+00	0.000000e+00	-5.00000e-03	
28	5.052282e-07	0.000000e+00	0.000000e+00	-5.00000e-03	
29	5.161595e-07	0.000000e+00	0.000000e+00	-5.00000e-03	
30	5.213063e-07	0.000000e+00	0.000000e+00	-5.00000e-03	
31	5.238675e-07	0.000000e+00	0.000000e+00	-5.00000e-03	
32	5.260491e-07	0.000000e+00	0.000000e+00	-5.00000e-03	
33	5.283262e-07	0.000000e+00	0.000000e+00	-5.00000e-03	
34	5.326758e-07	0.000000e+00	0.000000e+00	-5.00000e-03	
35	5.392868e-07	0.000000e+00	0.000000e+00	-5.00000e-03	
36	5.422825e-07	0.000000e+00	0.000000e+00	-5.00000e-03	
37	5.440052e-07	0.000000e+00	0.000000e+00	-5.00000e-03	
38	5.451459e-07	0.000000e+00	0.000000e+00	-5.00000e-03	
39	5.461260e-07	0.000000e+00	0.000000e+00	-5.00000e-03	
40	5.468773e-07	0.000000e+00	0.000000e+00	-5.00000e-03	
41	5.477574e-07	0.000000e+00	0.000000e+00	-5.00000e-03	
42	5.487620e-07	0.000000e+00	0.000000e+00	-5.00000e-03	
43	5.499736e-07	0.000000e+00	0.000000e+00	-5.00000e-03	
44	5.517671e-07	0.000000e+00	0.000000e+00	-5.00000e-03	
45	5.537550e-07	0.000000e+00	0.000000e+00	-5.00000e-03	
46	5.577120e-07	0.000000e+00	0.000000e+00	-5.00000e-03	
47	5.616285e-07	0.000000e+00	0.000000e+00	-5.00000e-03	
48	5.694617e-07	0.000000e+00	0.000000e+00	-5.00000e-03	
49	5.851280e-07	0.000000e+00	0.000000e+00	-5.00000e-03	
50	6.164605e-07	0.000000e+00	0.000000e+00	-5.00000e-03	
51	6.791257e-07	0.000000e+00	0.000000e+00	-5.00000e-03	
52	8.044559e-07	0.000000e+00	0.000000e+00	-5.00000e-03	
53	1.055116e-06	0.000000e+00	0.000000e+00	-5.00000e-03	
54	1.556437e-06	0.000000e+00	0.000000e+00	-5.00000e-03	

